datetime,tempF,humidity,tempC,year,month,day,hour,minute,moisturecontent
2020-02-09T20:26:00Z,68.18,40.1,20.100000000000005,2020,2,9,20,26,5.70361647880941
2020-02-09T22:56:00Z,68.18,39.5,20.100000000000005,2020,2,9,22,56,5.618275583864631
2020-02-10T01:26:00Z,64.94,40.1,18.3,2020,2,10,1,26,5.1304831953360095
2020-02-10T03:56:00Z,63.5,39.3,17.5,2020,2,10,3,56,4.794629624055178
2020-02-10T06:26:00Z,69.98,32.9,21.1,2020,2,10,6,26,4.95990714790257
2020-02-10T08:56:00Z,69.08,35.6,20.6,2020,2,10,8,56,5.213345682739635
2020-02-10T11:26:00Z,67.1,37.5,19.499999999999996,2020,2,10,11,26,5.1496631765666026
2020-02-10T13:56:00Z,67.1,38.2,19.499999999999996,2020,2,10,13,56,5.2457902225291795
2020-02-10T16:26:00Z,67.1,39.2,19.499999999999996,2020,2,10,16,26,5.383114573904289
2020-02-10T18:56:00Z,67.1,40.3,19.499999999999996,2020,2,10,18,56,5.5341713604169085
2020-02-10T21:26:00Z,69.8,39.3,21,2020,2,10,21,26,5.89049670136797
2020-02-10T23:56:00Z,67.64,41.7,19.8,2020,2,10,23,56,5.828030142978651
2020-02-11T02:26:00Z,66.38,42.2,19.099999999999998,2020,2,11,2,26,5.660407652225251
2020-02-11T04:56:00Z,65.48,42.7,18.6,2020,2,11,4,56,5.560994360122928
2020-02-11T07:26:00Z,69.8,40.7,21,2020,2,11,7,26,6.100336278515938
2020-02-11T09:56:00Z,68.72,42.4,20.4,2020,2,11,9,56,6.137254025576382
2020-02-11T12:26:00Z,68.54,43.7,20.300000000000004,2020,2,11,12,26,6.288652045269615
2020-02-11T14:56:00Z,69.8,44.3,21,2020,2,11,14,56,6.639923762610713
2020-02-11T17:26:00Z,71.24,46.1,21.799999999999997,2020,2,11,17,26,7.236883724123207
2020-02-11T19:56:00Z,71.06,46.6,21.700000000000003,2020,2,11,19,56,7.273308795647534
2020-02-11T22:26:00Z,71.06,47.3,21.700000000000003,2020,2,11,22,26,7.3825645071701365
2020-02-12T00:56:00Z,70.7,48.2,21.500000000000004,2020,2,12,0,56,7.436664098103624
2020-02-12T03:26:00Z,70.16,48,21.2,2020,2,12,3,26,7.278387948666192
2020-02-12T05:56:00Z,69.26,47.9,20.700000000000003,2020,2,12,5,56,7.055506731250291
2020-02-12T08:26:00Z,69.08,47.9,20.6,2020,2,12,8,26,7.014585904585069
2020-02-12T10:56:00Z,68.9,47.7,20.500000000000004,2020,2,12,10,56,6.94475218631654
2020-02-12T13:26:00Z,68.9,47.4,20.500000000000004,2020,2,12,13,26,6.901074499610147
2020-02-12T15:56:00Z,68.54,47.5,20.300000000000004,2020,2,12,15,56,6.8354913535539295
2020-02-12T18:26:00Z,68.36,48.3,20.2,2020,2,12,18,26,6.910176814584234
2020-02-12T20:56:00Z,69.08,48,20.6,2020,2,12,20,56,7.029230134030968
2020-02-12T23:26:00Z,69.26,47.5,20.700000000000003,2020,2,12,23,26,6.99658809466365
2020-02-13T01:56:00Z,67.82,48.3,19.9,2020,2,13,1,56,6.790080577235281
2020-02-13T04:26:00Z,66.92,48.2,19.400000000000002,2020,2,13,4,26,6.580282385458709
2020-02-13T06:56:00Z,68.54,46.8,20.300000000000004,2020,2,13,6,56,6.734757796764712
2020-02-13T09:26:00Z,68.9,48.9,20.500000000000004,2020,2,13,9,26,7.119462933142115
2020-02-13T11:56:00Z,68.72,49.6,20.4,2020,2,13,11,56,7.179429237466712
2020-02-13T14:26:00Z,69.26,50,20.700000000000003,2020,2,13,14,26,7.364829573330158
2020-02-13T16:56:00Z,70.16,51.3,21.2,2020,2,13,16,56,7.77877712013699
2020-02-13T19:26:00Z,69.8,52,21,2020,2,13,19,26,7.794041436924542
2020-02-13T21:56:00Z,68.72,51,20.4,2020,2,13,21,56,7.382074417556498
2020-02-14T00:26:00Z,67.46,50.5,19.699999999999996,2020,2,14,0,26,7.016702330521603
2020-02-14T02:56:00Z,66.02,49.8,18.9,2020,2,14,2,56,6.6015571067404535
2020-02-14T05:26:00Z,64.22,49,17.9,2020,2,14,5,26,6.122102739887515
2020-02-14T07:56:00Z,69.98,42.4,21.1,2020,2,14,7,56,6.392099181491459
2020-02-14T10:26:00Z,67.64,44.8,19.8,2020,2,14,10,26,6.261288978547808
2020-02-14T12:56:00Z,68.18,44.8,20.100000000000005,2020,2,14,12,56,6.372120155876847
2020-02-14T15:26:00Z,68.36,44.6,20.2,2020,2,14,15,26,6.380825795661632
2020-02-14T17:56:00Z,69.62,43.9,20.900000000000002,2020,2,14,17,56,6.541896006614354
2020-02-14T20:26:00Z,68,43.4,20,2020,2,14,20,26,6.137020802753412
2020-02-14T22:56:00Z,67.1,42.8,19.499999999999996,2020,2,14,22,56,5.877482238854682
2020-02-15T01:26:00Z,64.76,43.7,18.200000000000003,2020,2,15,1,26,5.558032042689905
2020-02-15T03:56:00Z,62.6,43.4,17,2020,2,15,3,56,5.1389993699865775
2020-02-15T06:26:00Z,69.44,35.1,20.8,2020,2,15,6,26,5.200247451518567
2020-02-15T08:56:00Z,68.72,36.4,20.4,2020,2,15,8,56,5.268774682334442
2020-02-15T11:26:00Z,67.28,38.7,19.6,2020,2,15,11,26,5.3457246013304065
2020-02-15T13:56:00Z,67.46,39.5,19.699999999999996,2020,2,15,13,56,5.488311723873333
2020-02-15T16:26:00Z,68.36,39.4,20.2,2020,2,15,16,26,5.636873012310948
2020-02-15T18:56:00Z,68.18,39.1,20.100000000000005,2020,2,15,18,56,5.561381653901445
2020-02-15T21:26:00Z,68.54,38.3,20.300000000000004,2020,2,15,21,26,5.511564607181378
2020-02-15T23:56:00Z,66.2,39,19.000000000000004,2020,2,15,23,56,5.200460052791857
2020-02-16T02:26:00Z,63.68,39.7,17.6,2020,2,16,2,26,4.872384977162477
2020-02-16T04:56:00Z,63.86,37.1,17.7,2020,2,16,4,56,4.580485628977491
2020-02-16T07:26:00Z,70.16,32.6,21.2,2020,2,16,7,26,4.943238481802456
2020-02-16T09:56:00Z,67.82,35.9,19.9,2020,2,16,9,56,5.0468714849429945
2020-02-16T12:26:00Z,66.74,38.1,19.299999999999997,2020,2,16,12,26,5.170950726992715
2020-02-16T14:56:00Z,66.74,38.9,19.299999999999997,2020,2,16,14,56,5.27952712021041
